date,AB,BC,CV,HD,POW,SB,CTM
2019-06-13,171,282,130,114,49,118,119
2019-06-14,182,274,138,125,51,115,124
2019-06-15,176,299,137,121,57,98,133
2019-06-16,169,262,112,137,53,82,115
2019-06-17,176,263,138,146,53,99,131
2019-06-18,178,270,124,126,40,99,148
2019-06-19,165,303,119,139,50,88,130
2019-06-20,162,284,143,145,42,91,120
2019-06-21,187,272,116,143,48,101,122
2019-06-22,175,289,125,134,55,108,122
2019-06-23,182,280,134,114,47,106,137
2019-06-24,158,302,129,144,66,109,144
2019-06-25,166,287,109,128,50,112,119
2019-06-26,172,274,121,133,57,111,122
2019-06-27,175,250,119,127,47,131,130
2019-06-28,184,283,123,151,54,113,145
2019-06-29,182,280,132,144,51,112,135
2019-06-30,175,291,119,130,54,92,140
2019-07-01,181,275,108,164,43,103,132
2019-07-02,187,255,108,141,50,84,115
2019-07-03,161,255,114,142,51,93,133
2019-07-04,184,262,143,146,55,107,145
2019-07-05,173,276,127,131,46,104,170
2019-07-06,170,275,143,153,55,116,137
2019-07-07,174,294,133,131,59,118,147
2019-07-08,164,279,133,122,42,91,121
2019-07-09,177,253,117,144,32,103,156
2019-07-10,160,256,128,137,62,101,133
2019-07-11,160,262,119,128,38,112,159
2019-07-12,174,283,119,127,42,86,145
2019-07-13,165,286,135,144,52,112,130
2019-07-14,193,262,149,152,56,107,136
2019-07-15,188,303,106,142,52,92,149
2019-07-16,189,307,118,121,45,106,135
2019-07-17,174,264,118,138,53,96,128
2019-07-18,184,260,108,148,41,116,126
2019-07-19,165,275,123,111,62,113,133
2019-07-20,166,255,116,128,44,124,143
2019-07-21,169,287,131,147,45,105,126
2019-07-22,167,301,129,133,60,123,116
2019-07-23,169,282,107,147,50,112,141
2019-07-24,186,292,114,138,55,91,127
2019-07-25,179,273,126,142,68,128,130
2019-07-26,166,271,112,131,54,100,141
2019-07-27,149,263,123,167,49,103,136
2019-07-28,167,279,120,132,58,101,125
2019-07-29,171,269,123,126,50,97,113
2019-07-30,187,287,112,113,32,83,116
2019-07-31,162,258,108,106,36,124,120
2019-08-01,172,268,116,137,52,107,122
2019-08-02,171,306,110,130,47,106,139
2019-08-03,194,287,122,141,53,111,132
2019-08-04,159,281,121,135,51,100,118
2019-08-05,161,274,124,141,53,90,122
2019-08-06,146,267,104,139,56,81,121
2019-08-07,163,260,99,127,56,99,111
2019-08-08,189,281,106,133,42,71,130
2019-08-09,168,297,122,122,44,95,126
2019-08-10,173,267,119,134,52,95,137
2019-08-11,163,245,130,107,56,90,117
2019-08-12,175,250,109,131,49,87,118
2019-08-13,159,266,114,160,48,96,106
2019-08-14,156,245,109,151,43,100,126
2019-08-15,168,280,111,141,64,98,120
2019-08-16,176,275,114,114,58,125,127
2019-08-17,190,285,146,137,50,100,115
2019-08-18,182,279,102,152,47,104,123
2019-08-19,155,289,117,125,52,112,116
2019-08-20,164,283,110,138,48,106,110
2019-08-21,170,286,98,130,54,107,126
2019-08-22,156,254,131,131,52,107,123
2019-08-23,173,293,116,139,64,100,116
2019-08-24,167,312,127,147,54,111,124
2019-08-25,181,276,126,142,53,97,141
2019-08-26,194,301,119,142,49,118,134
2019-08-27,157,252,110,136,50,99,123
2019-08-28,151,253,112,125,40,80,110
2019-08-29,173,276,117,103,45,96,123
2019-08-30,187,271,117,121,49,107,144
2019-08-31,173,272,121,130,49,96,138
2019-09-01,174,257,125,138,44,94,133
2019-09-02,182,254,105,128,40,99,115
2019-09-03,161,260,103,130,42,85,106
2019-09-04,165,264,118,143,46,89,111
2019-09-05,154,273,106,128,52,112,130
2019-09-06,175,268,114,131,39,97,120
2019-09-07,182,259,139,144,46,97,125
2019-09-08,185,242,116,119,51,84,109
2019-09-09,169,276,120,137,43,90,113
2019-09-10,168,273,110,126,46,101,103
2019-09-11,177,272,107,136,51,99,116
2019-09-12,176,256,109,123,45,88,117
2019-09-13,177,291,110,130,50,101,134
2019-09-14,154,269,119,118,53,116,139
2019-09-15,144,266,117,134,37,105,126
2019-09-16,167,242,110,121,45,91,124
2019-09-17,151,254,100,147,44,92,146
2019-09-18,167,269,120,129,49,111,139
2019-09-19,170,301,108,145,44,112,135
2019-09-20,173,298,127,122,62,110,126
2019-09-21,171,299,134,136,53,98,123
2019-09-22,153,276,117,131,46,101,119
2019-09-23,178,277,107,133,51,94,111
2019-09-24,178,279,123,145,56,89,134
2019-09-25,167,289,141,148,50,94,107
2019-09-26,173,276,114,114,45,113,125
2019-09-27,163,280,123,144,53,86,144
2019-09-28,148,273,127,147,44,104,148
2019-09-29,197,244,127,134,48,92,131
2019-09-30,169,284,102,128,40,82,143
2019-10-01,182,270,126,131,40,83,114
2019-10-02,145,261,99,122,50,70,131
2019-10-03,154,262,133,136,42,82,108
2019-10-04,176,265,111,147,46,106,132
2019-10-05,163,257,118,134,46,127,133
2019-10-06,172,284,122,141,50,115,130
2019-10-07,172,271,109,136,53,104,118
2019-10-08,183,272,112,123,44,123,112
2019-10-09,159,271,119,126,51,95,120
2019-10-10,177,267,126,130,49,98,135
2019-10-11,183,267,101,140,40,85,133
2019-10-12,165,272,103,138,51,121,137
2019-10-13,153,280,108,135,51,106,124
2019-10-14,172,294,96,136,49,103,117
2019-10-15,148,269,105,124,39,87,115
2019-10-16,165,281,111,142,42,81,121
2019-10-17,173,235,110,121,54,100,112
2019-10-18,164,271,125,128,47,86,112
2019-10-19,185,275,141,118,54,93,114
2019-10-20,172,272,122,131,46,82,122
2019-10-21,162,279,113,135,46,75,111
2019-10-22,160,279,125,126,57,82,104
2019-10-23,173,300,127,127,46,104,121
2019-10-24,157,265,125,129,41,82,99
2019-10-25,160,271,112,133,42,87,125
2019-10-26,163,276,140,141,47,112,130
2019-10-27,189,256,130,144,61,88,123
2019-10-28,150,240,110,132,53,75,130
2019-10-29,171,256,114,120,36,90,124
2019-10-30,155,255,112,114,47,93,128
2019-10-31,162,289,96,134,53,85,118
2019-11-01,173,294,126,141,48,97,128
2019-11-02,174,265,115,127,45,92,114
2019-11-03,183,264,97,134,51,113,123
2019-11-04,153,302,101,135,65,97,127
2019-11-05,162,267,118,130,48,81,100
2019-11-06,168,270,99,147,35,94,107
2019-11-07,161,279,100,129,51,90,131
2019-11-08,168,256,117,134,41,101,132
2019-11-09,175,279,103,138,41,122,120
2019-11-10,171,313,99,113,42,95,123
2019-11-11,172,278,100,130,54,101,124
2019-11-12,181,246,106,126,54,94,119
2019-11-13,184,276,122,136,59,88,112
2019-11-14,157,278,110,121,38,81,128
2019-11-15,169,282,109,156,47,100,139
2019-11-16,159,270,145,166,44,95,123
2019-11-17,186,282,120,155,41,103,127
2019-11-18,163,283,113,131,42,83,123
2019-11-19,157,286,109,139,36,96,128
2019-11-20,176,296,132,124,55,98,113
2019-11-21,187,276,123,121,44,97,126
2019-11-22,186,285,104,150,40,109,114
2019-11-23,165,282,119,152,54,93,142
2019-11-24,175,273,120,147,51,81,120
2019-11-25,182,315,108,128,54,90,119
2019-11-26,170,282,109,143,58,88,108
2019-11-27,169,261,115,132,49,82,105
2019-11-28,185,255,118,122,48,60,120
2019-11-29,194,269,129,140,69,78,97
2019-11-30,173,261,114,141,51,68,127
2019-12-01,176,260,121,111,53,83,128
2019-12-02,191,286,92,123,53,81,124
2019-12-03,175,279,103,116,56,72,110
2019-12-04,157,267,103,138,52,80,99
2019-12-05,162,281,112,133,55,88,120
2019-12-06,158,286,121,138,54,85,133
2019-12-07,156,243,118,131,62,111,108
2019-12-08,153,275,105,138,57,90,112
2019-12-09,169,281,111,136,47,101,142
2019-12-10,148,256,100,126,41,85,92
2019-12-11,150,259,97,129,50,89,106
2019-12-12,155,303,99,125,59,100,115
2019-12-13,169,252,137,155,53,107,135
2019-12-14,168,257,126,146,47,106,107
2019-12-15,169,249,135,114,48,92,124
2019-12-16,130,302,91,133,44,87,116
2019-12-17,146,264,113,125,44,82,114
2019-12-18,170,278,125,153,50,84,120
2019-12-19,163,277,109,146,61,91,126
2019-12-20,162,275,115,130,44,89,145
2019-12-21,169,292,115,139,53,98,129
2019-12-22,185,254,110,133,50,91,128
2019-12-23,195,312,135,123,63,96,120
2019-12-24,171,260,117,133,46,109,140
2019-12-25,180,270,124,141,46,117,109
2019-12-26,138,314,117,142,58,106,142
2019-12-27,167,310,132,149,50,70,136
2019-12-28,177,307,131,152,60,80,111
2019-12-29,189,267,112,124,55,86,115
2019-12-30,168,287,112,119,57,60,119
2019-12-31,173,268,106,107,54,63,114
2020-01-01,185,315,143,171,61,89,112
2020-01-02,160,296,123,142,52,66,131
2020-01-03,188,298,111,127,40,70,130
2020-01-04,159,249,121,157,42,72,107
2020-01-05,156,277,94,112,41,74,121
2020-01-06,166,260,119,134,54,96,129
2020-01-07,149,267,103,125,41,84,120
2020-01-08,170,293,106,128,41,79,112
2020-01-09,201,257,123,117,46,73,124
2020-01-10,171,253,118,127,52,103,132
2020-01-11,157,269,122,112,41,106,136
2020-01-12,167,262,111,138,46,109,135
2020-01-13,182,264,118,128,55,102,127
2020-01-14,185,254,118,115,52,74,131
2020-01-15,180,287,112,131,45,93,103
2020-01-16,172,219,128,119,47,92,138
2020-01-17,172,275,111,137,42,82,131
2020-01-18,170,243,134,144,39,92,139
2020-01-19,181,262,130,136,34,93,121
2020-01-20,165,275,118,132,40,89,126
2020-01-21,172,260,121,131,42,83,124
2020-01-22,152,253,128,123,53,115,114
2020-01-23,163,268,122,128,42,98,144
2020-01-24,155,287,111,129,57,92,149
2020-01-25,170,284,120,136,39,104,117
2020-01-26,185,268,115,131,47,99,133
2020-01-27,171,304,111,130,52,81,123
2020-01-28,172,268,103,113,53,72,125
2020-01-29,169,253,114,122,41,92,107
2020-01-30,173,302,117,128,52,77,131
2020-01-31,181,294,115,125,51,93,135
2020-02-01,184,303,121,140,36,114,123
2020-02-02,175,248,98,111,40,96,108
2020-02-03,173,288,118,139,45,111,146
2020-02-04,204,227,94,129,47,97,118
2020-02-05,176,278,116,107,40,80,101
2020-02-06,177,256,129,109,31,94,121
2020-02-07,160,281,124,108,59,114,112
2020-02-08,186,261,123,154,50,104,132
2020-02-09,179,276,125,138,42,107,126
2020-02-10,177,272,127,128,50,113,123
2020-02-11,186,236,112,119,47,96,115
2020-02-12,182,258,115,124,45,111,132
2020-02-13,166,260,135,137,40,87,124
2020-02-14,194,259,124,124,57,110,122
2020-02-15,153,282,125,130,45,101,143
2020-02-16,167,278,115,140,53,102,107
2020-02-17,171,274,113,129,49,92,133
2020-02-18,161,248,98,121,47,82,109
2020-02-19,176,265,107,136,41,111,115
2020-02-20,178,272,126,129,42,124,121
2020-02-21,172,264,110,136,51,93,104
2020-02-22,195,273,127,142,41,101,141
2020-02-23,167,248,135,125,45,92,132
2020-02-24,149,249,120,120,31,83,110
2020-02-25,149,234,98,121,42,70,99
2020-02-26,151,232,109,127,40,93,103
2020-02-27,150,242,104,132,40,102,111
2020-02-28,130,241,99,134,48,103,103
2020-02-29,160,232,108,125,46,120,108
2020-03-01,144,246,109,118,40,86,115
2020-03-02,142,256,99,100,53,83,112
2020-03-03,143,219,97,116,46,72,85
2020-03-04,134,236,97,111,35,75,113
2020-03-05,167,258,97,108,50,98,104
2020-03-06,138,257,121,120,43,104,109
2020-03-07,152,270,116,133,52,103,118
2020-03-08,134,268,105,128,30,92,105
2020-03-09,160,252,103,128,47,85,120
2020-03-10,135,264,110,122,42,93,122
2020-03-11,149,262,111,147,44,111,106
2020-03-12,138,258,95,108,43,93,111
2020-03-13,159,253,107,146,38,105,109
2020-03-14,143,259,104,119,50,101,100
2020-03-15,153,275,107,126,40,105,109
2020-03-16,166,269,112,135,42,112,114
2020-03-17,157,239,104,117,50,107,125
2020-03-18,162,220,108,129,37,109,130
2020-03-19,149,237,99,117,39,107,110
2020-03-20,160,255,97,128,45,111,124
2020-03-21,147,267,113,139,49,111,116
2020-03-22,154,241,110,92,53,107,117
2020-03-23,160,246,113,116,39,114,117
2020-03-24,160,247,128,93,23,102,102
2020-03-25,148,246,119,116,31,116,107
2020-03-26,152,244,112,108,39,113,118
2020-03-27,162,268,104,108,33,106,111
2020-03-28,169,252,114,106,36,114,118
2020-03-29,154,234,119,90,37,100,106
2020-03-30,161,222,115,104,41,116,110
2020-03-31,156,242,99,120,45,108,118
2020-04-01,145,228,98,114,40,103,110
2020-04-02,165,247,104,88,36,113,114
2020-04-03,153,249,113,95,44,112,131
2020-04-04,152,232,97,113,46,123,125
2020-04-05,164,230,110,118,39,105,132
2020-04-06,168,275,113,110,37,121,127
2020-04-07,152,250,121,103,49,103,130
2020-04-08,141,243,141,126,45,119,130
2020-04-09,156,254,96,106,43,107,115
2020-04-10,173,241,105,117,54,115,113
2020-04-11,151,254,112,114,39,109,127
2020-04-12,155,214,117,97,32,98,120
2020-04-13,163,198,106,118,27,107,114
2020-04-14,166,209,93,88,48,84,101
2020-04-15,142,231,112,108,38,92,116
2020-04-16,155,238,107,110,50,107,111
2020-04-17,151,208,110,98,32,98,107
2020-04-18,149,201,122,89,39,93,113
2020-04-19,150,210,109,94,31,107,112
2020-04-20,132,195,85,113,33,89,90
2020-04-21,140,203,101,86,27,85,99
2020-04-22,149,229,108,101,39,94,102
2020-04-23,140,202,107,88,35,81,122
2020-04-24,169,245,118,106,36,90,117
2020-04-25,167,247,119,104,35,108,99
2020-04-26,131,221,125,111,43,91,108
2020-04-27,174,230,117,108,43,89,113
2020-04-28,146,226,104,97,34,93,100
2020-04-29,158,221,113,116,31,102,105
2020-04-30,163,238,97,90,49,99,109
2020-05-01,153,224,100,136,37,96,120
2020-05-02,166,222,103,114,35,100,96
2020-05-03,161,222,109,112,31,102,115
2020-05-04,160,210,129,123,46,92,123
2020-05-05,157,211,103,75,44,101,98
2020-05-06,157,230,105,119,37,105,103
2020-05-07,166,231,115,116,38,111,121
2020-05-08,184,252,117,122,41,118,118
2020-05-09,169,234,123,109,34,120,126
2020-05-10,134,228,99,99,34,93,97
2020-05-11,132,188,121,121,44,113,118
2020-05-12,141,204,109,123,26,92,101
2020-05-13,138,224,110,99,37,90,106
2020-05-14,156,231,112,93,33,96,108
2020-05-15,166,247,117,111,44,93,112
2020-05-16,174,235,96,107,43,102,108
2020-05-17,157,205,110,104,46,98,110
2020-05-18,164,245,116,117,39,107,126
2020-05-19,150,249,94,109,41,105,100
2020-05-20,138,242,111,90,43,120,115
2020-05-21,152,232,100,115,40,110,96
2020-05-22,132,286,117,112,25,97,120
2020-05-23,159,217,94,106,39,106,100
2020-05-24,169,244,113,113,43,110,117
2020-05-25,155,261,130,115,40,108,106
2020-05-26,166,251,128,110,41,95,98
2020-05-27,144,246,120,105,50,99,109
2020-05-28,164,263,120,102,46,109,124
2020-05-29,153,242,102,84,41,108,107
2020-05-30,181,261,111,94,39,113,111
2020-05-31,141,252,95,118,41,101,121
2020-06-01,166,263,94,117,41,127,107
2020-06-02,154,219,96,120,49,111,105
2020-06-03,152,233,104,99,39,109,113
2020-06-04,150,212,94,117,41,96,101
2020-06-05,149,215,107,112,27,111,114
2020-06-06,154,226,113,105,38,89,98
2020-06-07,151,226,114,93,41,112,86
2020-06-08,155,228,113,100,42,105,106
2020-06-09,161,240,98,107,31,107,102
2020-06-10,142,227,103,103,33,113,102
2020-06-11,175,191,102,101,39,108,104
2020-06-12,164,232,108,103,42,109,128
2020-06-13,158,256,130,110,35,95,114
2020-06-14,183,234,117,117,35,101,129
2020-06-15,170,270,121,105,57,91,99
2020-06-16,163,243,147,115,38,96,118
2020-06-17,148,251,95,104,48,104,111
2020-06-18,169,215,101,106,52,112,111
2020-06-19,136,218,99,104,44,108,120
2020-06-20,168,259,117,91,52,112,103
2020-06-21,155,241,119,87,52,101,102
2020-06-22,180,237,102,127,55,90,124
2020-06-23,174,208,128,108,41,87,125
2020-06-24,176,239,108,134,50,97,123
2020-06-25,165,243,116,138,41,99,100
2020-06-26,154,253,106,97,50,112,121
2020-06-27,154,222,104,107,45,103,120
2020-06-28,170,206,113,82,45,98,133
2020-06-29,153,255,126,89,34,90,131
2020-06-30,162,198,122,85,40,87,107
2020-07-01,129,202,118,108,43,98,95
2020-07-02,124,205,108,92,46,95,104
2020-07-03,148,243,105,104,38,111,118
2020-07-04,156,222,110,100,46,109,113
2020-07-05,165,219,119,110,50,123,116
2020-07-06,148,220,110,110,41,94,117
2020-07-07,146,259,113,103,42,107,108
2020-07-08,149,213,115,112,44,89,101
2020-07-09,156,276,131,126,36,102,123
2020-07-10,162,239,123,112,38,115,121
2020-07-11,166,237,108,97,45,108,146
2020-07-12,169,231,121,119,30,111,120
2020-07-13,148,230,121,108,50,105,124
2020-07-14,142,237,117,99,40,94,132
2020-07-15,158,225,114,121,39,105,117
2020-07-16,167,265,103,115,53,113,127
2020-07-17,158,282,110,144,51,107,117
2020-07-18,162,251,104,109,47,129,117
2020-07-19,150,240,105,130,38,112,110
2020-07-20,163,259,108,133,41,118,137
2020-07-21,173,269,123,139,43,124,119
2020-07-22,163,243,126,122,42,112,123
2020-07-23,145,246,113,121,43,117,114
2020-07-24,182,265,109,124,39,126,124
2020-07-25,179,256,144,134,40,116,106
2020-07-26,177,273,110,111,41,101,97
2020-07-27,167,250,114,137,45,114,134
2020-07-28,170,241,111,111,44,88,123
2020-07-29,142,251,127,127,49,117,137
2020-07-30,162,252,103,142,46,106,117
2020-07-31,172,272,127,141,43,108,110
2020-08-01,170,271,133,146,59,130,126
2020-08-02,150,237,109,113,46,109,113
2020-08-03,164,228,104,109,40,120,119
2020-08-04,170,233,112,111,43,83,111
2020-08-05,156,254,111,135,41,103,106
2020-08-06,162,260,145,134,43,106,119
2020-08-07,172,260,141,111,32,127,140
2020-08-08,160,286,144,140,42,121,108
2020-08-09,169,256,119,146,46,121,122
2020-08-10,143,269,107,126,51,119,124
2020-08-11,144,266,102,131,45,118,127
2020-08-12,161,268,102,131,38,152,92
2020-08-13,151,285,114,119,36,97,116
2020-08-14,170,269,106,126,44,102,119
2020-08-15,152,282,124,130,51,119,121
2020-08-16,163,257,121,132,51,126,110
2020-08-17,155,251,113,128,42,92,120
2020-08-18,144,249,128,121,44,108,105
2020-08-19,160,259,96,119,54,100,123
2020-08-20,144,244,109,131,45,108,110
2020-08-21,159,250,101,118,45,115,118
2020-08-22,140,258,96,121,42,95,119
2020-08-23,152,266,109,131,44,87,119
2020-08-24,173,285,120,129,44,94,118
2020-08-25,155,256,108,106,35,95,94
2020-08-26,137,239,107,117,34,101,117
2020-08-27,146,232,97,112,39,91,101
2020-08-28,158,275,103,120,40,108,124
2020-08-29,154,253,94,125,49,104,121
2020-08-30,181,298,114,130,61,112,126
2020-08-31,168,289,127,126,54,106,128
2020-09-01,159,261,96,110,50,96,130
2020-09-02,147,249,101,123,42,100,111
2020-09-03,138,262,133,104,47,103,110
2020-09-04,154,277,104,125,38,99,112
2020-09-05,146,282,120,134,53,100,124
2020-09-06,153,255,114,109,43,90,115
2020-09-07,174,260,116,127,45,89,104
2020-09-08,173,246,92,125,49,117,100
2020-09-09,171,245,118,121,41,117,119
2020-09-10,168,243,130,132,39,110,130
2020-09-11,155,253,96,128,43,105,110
2020-09-12,154,273,110,113,46,95,125
2020-09-13,160,286,107,115,52,97,113
2020-09-14,129,257,110,110,59,107,119
2020-09-15,172,269,97,119,43,103,116
2020-09-16,122,240,118,131,41,112,106
2020-09-17,160,239,130,128,43,127,123
2020-09-18,164,245,107,106,50,101,125
2020-09-19,176,257,121,125,47,80,123
2020-09-20,147,239,115,124,40,92,119
2020-09-21,159,251,98,125,52,93,127
2020-09-22,156,245,119,117,38,108,116
2020-09-23,167,233,107,113,37,106,96
2020-09-24,149,242,107,126,42,102,120
2020-09-25,142,265,126,107,48,107,122
2020-09-26,146,240,110,111,45,101,115
2020-09-27,151,262,119,107,38,105,111
2020-09-28,184,256,122,122,41,116,108
2020-09-29,157,262,104,112,46,110,106
2020-09-30,155,248,94,103,44,102,104
2020-10-01,149,265,114,131,37,101,90
2020-10-02,161,265,101,111,40,123,97
2020-10-03,160,248,101,123,42,110,99
2020-10-04,136,260,115,97,40,112,122
2020-10-05,163,265,114,117,52,115,99
2020-10-06,151,257,123,115,39,114,107
2020-10-07,159,262,124,110,53,117,103
2020-10-08,160,249,110,132,32,94,90
2020-10-09,165,248,115,108,48,117,114
2020-10-10,154,260,119,101,48,105,118
2020-10-11,165,255,102,118,62,104,108
2020-10-12,147,261,106,100,48,104,106
2020-10-13,145,249,119,128,29,94,112
2020-10-14,145,245,123,98,34,112,105
2020-10-15,165,244,131,122,51,99,103
2020-10-16,145,261,99,128,46,109,118
2020-10-17,155,242,126,126,45,106,110
2020-10-18,146,252,126,109,43,85,113
2020-10-19,168,264,120,124,51,107,104
2020-10-20,148,268,113,131,39,124,101
2020-10-21,131,254,95,121,39,110,106
2020-10-22,152,252,102,126,50,111,93
2020-10-23,152,251,98,125,33,118,89
2020-10-24,154,228,121,105,34,93,109
2020-10-25,160,269,127,114,48,129,110
2020-10-26,159,285,91,98,50,89,113
2020-10-27,141,248,99,118,41,79,93
2020-10-28,149,234,117,133,41,103,110
2020-10-29,161,279,102,119,34,94,108
2020-10-30,159,265,110,120,49,111,97
2020-10-31,186,241,104,120,49,114,114
2020-11-01,143,224,113,123,48,101,100
2020-11-02,163,235,87,129,54,121,114
2020-11-03,163,244,105,118,34,86,94
2020-11-04,134,225,112,131,43,106,110
2020-11-05,139,235,106,116,43,116,105
2020-11-06,171,242,115,141,39,106,114
2020-11-07,169,245,98,138,51,112,113
2020-11-08,159,242,119,129,38,105,125
2020-11-09,172,282,111,133,41,106,103
2020-11-10,153,255,107,109,59,85,101
2020-11-11,127,240,121,106,39,103,109
2020-11-12,137,248,113,109,48,109,108
2020-11-13,174,261,102,128,39,110,115
2020-11-14,153,280,87,123,48,127,105
2020-11-15,142,246,113,124,51,98,107
2020-11-16,146,241,98,110,49,97,113
2020-11-17,148,254,90,109,33,90,92
2020-11-18,157,237,95,105,40,86,99
2020-11-19,170,252,104,120,48,108,103
2020-11-20,180,250,111,147,47,112,99
2020-11-21,139,271,106,143,46,105,124
2020-11-22,163,259,100,125,39,93,112
2020-11-23,154,273,112,121,37,103,92
2020-11-24,146,248,103,128,43,98,89
2020-11-25,136,267,107,119,45,111,90
2020-11-26,142,258,113,133,51,106,103
2020-11-27,143,271,99,113,63,102,106
2020-11-28,121,232,107,106,38,93,89
2020-11-29,125,247,108,108,33,107,102
2020-11-30,149,286,114,116,37,86,124
2020-12-01,150,237,88,105,27,84,110
2020-12-02,146,276,124,106,45,99,104
2020-12-03,124,293,87,128,42,90,103
2020-12-04,147,246,122,127,44,105,114
2020-12-05,108,222,83,113,48,88,107
2020-12-06,112,248,98,112,42,82,101
2020-12-07,113,253,76,88,45,74,103
2020-12-08,137,253,85,106,28,87,75
2020-12-09,132,249,97,117,50,87,90
2020-12-10,112,227,103,116,45,75,91
2020-12-11,102,252,96,114,43,83,74
2020-12-12,104,253,91,94,47,88,80
2020-12-13,130,238,89,119,33,85,86
2020-12-14,155,252,100,111,45,79,73
2020-12-15,127,248,109,100,34,92,81
2020-12-16,100,261,102,102,31,76,88
2020-12-17,116,248,90,93,32,88,93
2020-12-18,134,254,89,109,38,100,88
2020-12-19,135,264,94,115,45,96,100
2020-12-20,147,266,128,99,40,87,102
2020-12-21,151,263,120,119,30,99,94
2020-12-22,120,237,103,117,37,95,102
2020-12-23,125,235,83,99,27,94,92
2020-12-24,150,244,102,109,26,110,109
2020-12-25,129,262,81,117,33,86,125
2020-12-26,116,256,92,114,42,88,85
2020-12-27,101,263,107,105,35,85,128
2020-12-28,152,284,96,112,39,86,116
2020-12-29,126,303,85,112,42,79,96
2020-12-30,120,229,82,107,45,84,98
2020-12-31,129,266,100,121,42,77,119
2021-01-01,149,300,120,122,29,100,120
2021-01-02,141,277,104,128,37,93,121
2021-01-03,146,263,114,99,36,88,129
2021-01-04,134,269,100,95,44,108,106
2021-01-05,146,243,106,114,55,111,129
2021-01-06,136,261,96,121,38,100,101
2021-01-07,147,295,121,123,37,80,108
2021-01-08,154,277,116,114,44,83,132
2021-01-09,147,273,100,98,43,106,104
2021-01-10,154,273,106,122,41,86,113
2021-01-11,153,261,110,135,41,105,125
2021-01-12,148,238,107,115,33,109,112
2021-01-13,147,254,103,106,37,95,126
2021-01-14,154,269,121,116,53,96,96
2021-01-15,157,262,120,123,39,100,109
2021-01-16,144,268,109,118,43,107,110
2021-01-17,156,243,111,110,37,98,125
2021-01-18,156,248,112,121,27,111,119
2021-01-19,133,233,105,116,45,113,116
2021-01-20,153,234,128,114,45,106,123
2021-01-21,143,244,120,114,43,126,117
2021-01-22,146,229,117,119,50,113,121
2021-01-23,151,241,97,111,38,108,121
2021-01-24,174,240,109,112,46,102,123
2021-01-25,151,265,105,126,41,107,116
2021-01-26,145,238,98,107,36,114,89
2021-01-27,132,228,109,117,42,123,119
2021-01-28,142,272,132,121,38,112,97
2021-01-29,168,267,102,128,39,105,102
2021-01-30,158,255,116,117,44,103,143
2021-01-31,151,230,90,112,35,103,105
2021-02-01,159,257,95,131,42,110,130
2021-02-02,154,247,103,107,43,126,104
2021-02-03,156,273,109,123,47,126,111
2021-02-04,169,252,116,129,49,106,107
2021-02-05,165,265,113,120,45,110,120
2021-02-06,159,236,119,108,44,102,128
2021-02-07,168,258,104,116,50,122,107
2021-02-08,151,289,105,133,38,127,94
2021-02-09,154,248,109,108,42,108,90
2021-02-10,174,254,130,120,36,97,105
2021-02-11,167,248,106,117,47,105,96
2021-02-12,163,264,117,105,29,117,120
2021-02-13,167,253,115,120,44,102,116
2021-02-14,142,249,88,125,34,94,119
2021-02-15,153,273,107,130,45,115,126
2021-02-16,156,241,109,113,32,126,114
2021-02-17,164,273,105,104,56,123,112
2021-02-18,164,272,110,109,33,142,105
2021-02-19,162,268,110,106,51,112,106
2021-02-20,164,265,116,126,42,110,109
2021-02-21,173,246,115,116,39,116,118
2021-02-22,169,261,104,121,65,132,126
2021-02-23,148,236,109,115,44,102,108
2021-02-24,164,248,98,110,53,115,120
2021-02-25,145,255,107,143,49,113,94
2021-02-26,163,254,113,127,33,115,110
2021-02-27,174,279,100,118,43,109,118
2021-02-28,133,236,93,109,40,96,113
2021-03-01,159,272,106,118,50,113,127
2021-03-02,136,265,113,122,41,111,90
2021-03-03,134,209,105,118,46,106,117
2021-03-04,166,258,120,128,47,120,114
2021-03-05,159,252,102,129,42,104,99
2021-03-06,147,252,116,139,41,104,123
2021-03-07,181,275,100,117,51,112,124
2021-03-08,150,250,115,114,52,120,122
2021-03-09,157,259,115,127,40,117,120
2021-03-10,183,260,100,128,51,110,118
2021-03-11,172,272,104,141,50,125,137
2021-03-12,154,243,115,116,51,127,108
2021-03-13,162,266,95,131,51,130,122
2021-03-14,175,246,126,108,55,95,102
2021-03-15,155,284,113,140,56,115,122
2021-03-16,181,249,122,123,48,127,120
2021-03-17,153,256,112,131,78,116,120
2021-03-18,188,238,110,123,41,108,115
2021-03-19,173,249,91,122,53,113,115
2021-03-20,190,252,123,118,32,141,110
2021-03-21,173,251,104,116,45,114,117
2021-03-22,161,266,109,115,52,130,128
2021-03-23,161,230,102,115,46,109,102
2021-03-24,157,257,108,146,49,113,118
2021-03-25,153,278,104,127,50,114,127
2021-03-26,158,264,101,130,54,126,126
2021-03-27,148,266,115,119,58,131,102
2021-03-28,144,239,111,128,50,104,125
2021-03-29,158,280,108,119,39,105,119
2021-03-30,165,271,100,126,40,114,112
2021-03-31,152,268,107,140,41,132,105
2021-04-01,156,260,102,122,53,126,120
2021-04-02,155,275,114,137,48,107,121
2021-04-03,177,279,125,135,48,143,111
2021-04-04,176,270,117,132,47,114,104
2021-04-05,169,257,133,135,42,112,120
2021-04-06,162,265,116,142,47,111,108
2021-04-07,137,254,90,107,49,89,117
