date,AB,BC,CTM,CV,HD,POW,SB
2019-06-16,221,314,156,148,170,62,154
2019-06-17,234,295,173,186,156,66,164
2019-06-18,232,303,173,180,165,47,153
2019-06-19,223,367,165,185,164,59,169
2019-06-20,189,320,165,224,178,48,162
2019-06-21,245,344,154,158,179,57,168
2019-06-22,239,348,151,186,171,73,151
2019-06-23,248,352,174,167,148,60,165
2019-06-24,224,405,191,216,167,71,162
2019-06-25,207,338,167,145,147,58,161
2019-06-26,217,336,160,162,141,64,151
2019-06-27,235,299,168,171,137,55,172
2019-06-28,258,381,197,192,170,61,167
2019-06-29,272,417,201,203,164,61,180
2019-06-30,269,430,196,152,149,69,162
2019-07-01,234,323,195,147,196,49,159
2019-07-02,274,308,173,161,173,57,135
2019-07-03,208,308,175,148,164,61,141
2019-07-04,218,308,179,185,172,65,151
2019-07-05,217,343,197,188,150,56,149
2019-07-06,250,336,178,205,177,69,166
2019-07-07,254,358,176,174,164,63,149
2019-07-08,239,332,178,203,131,49,158
2019-07-09,239,308,211,188,161,38,150
2019-07-10,238,317,179,162,157,69,146
2019-07-11,205,315,212,176,148,46,132
2019-07-12,234,335,189,173,147,45,137
2019-07-13,235,359,176,199,175,61,149
2019-07-14,256,344,186,202,178,63,156
2019-07-15,282,381,189,156,156,57,121
2019-07-16,242,393,167,193,129,50,151
2019-07-17,235,326,166,179,164,64,130
2019-07-18,255,309,165,162,157,53,139
2019-07-19,216,346,175,167,135,71,146
2019-07-20,232,315,183,153,152,50,156
2019-07-21,226,397,168,180,200,52,136
2019-07-22,264,365,169,204,179,73,161
2019-07-23,237,378,183,190,175,61,163
2019-07-24,256,405,189,176,173,65,125
2019-07-25,269,360,193,200,175,77,156
2019-07-26,265,387,191,196,164,62,152
2019-07-27,229,354,193,180,193,60,152
2019-07-28,237,377,205,198,170,74,150
2019-07-29,223,327,149,178,142,62,147
2019-07-30,238,354,156,193,149,37,111
2019-07-31,222,313,161,168,120,40,167
2019-08-01,243,312,169,187,163,62,171
2019-08-02,233,381,171,172,156,57,137
2019-08-03,286,364,174,181,175,61,171
2019-08-04,229,361,189,163,168,65,163
2019-08-05,230,368,177,206,169,64,153
2019-08-06,214,313,179,168,162,61,126
2019-08-07,207,311,152,161,144,65,178
2019-08-08,252,373,191,157,145,62,112
2019-08-09,231,395,174,172,139,61,121
2019-08-10,217,351,181,151,164,67,152
2019-08-11,195,316,182,199,146,67,128
2019-08-12,233,345,168,166,144,62,143
2019-08-13,239,372,155,168,177,53,125
2019-08-14,202,316,160,160,183,50,139
2019-08-15,223,319,164,139,164,76,132
2019-08-16,239,329,163,154,131,72,169
2019-08-17,248,343,164,206,160,64,165
2019-08-18,266,364,180,164,170,55,145
2019-08-19,217,355,155,177,146,53,137
2019-08-20,232,360,137,160,167,53,134
2019-08-21,231,350,166,155,161,58,124
2019-08-22,210,314,146,166,156,57,131
2019-08-23,231,347,157,170,166,81,147
2019-08-24,247,435,166,219,194,76,167
2019-08-25,271,407,185,209,182,72,164
2019-08-26,252,390,173,198,180,70,178
2019-08-27,257,330,174,158,155,66,176
2019-08-28,201,323,160,160,151,48,122
2019-08-29,200,351,161,181,126,58,145
2019-08-30,213,355,188,167,158,54,132
2019-08-31,226,347,181,150,150,60,140
2019-09-01,231,307,169,169,160,51,137
2019-09-02,221,338,157,129,158,48,149
2019-09-03,184,307,149,141,151,44,114
2019-09-04,221,316,152,167,149,51,122
2019-09-05,191,332,173,144,144,60,145
2019-09-06,225,353,162,172,148,49,142
2019-09-07,224,308,165,210,176,52,160
2019-09-08,253,326,146,161,152,57,159
2019-09-09,219,328,150,185,180,58,132
2019-09-10,225,323,141,181,150,57,183
2019-09-11,237,330,152,182,150,65,161
2019-09-12,230,309,162,161,156,54,164
2019-09-13,231,361,180,165,154,61,162
2019-09-14,226,332,207,199,153,68,174
2019-09-15,217,351,170,170,176,44,141
2019-09-16,221,311,179,179,163,52,143
2019-09-17,203,326,192,161,176,59,132
2019-09-18,216,325,181,175,176,58,131
2019-09-19,231,367,177,172,163,56,150
2019-09-20,228,367,178,165,153,78,170
2019-09-21,266,405,172,242,166,64,198
2019-09-22,209,368,174,191,183,59,210
2019-09-23,256,359,163,183,171,60,184
2019-09-24,268,361,184,184,165,59,155
2019-09-25,209,341,150,189,198,58,142
2019-09-26,248,359,162,169,143,51,162
2019-09-27,234,355,198,187,169,70,124
2019-09-28,207,370,204,175,191,58,173
2019-09-29,245,305,170,181,162,54,148
2019-09-30,229,366,218,170,172,48,156
2019-10-01,232,358,166,202,164,59,153
2019-10-02,205,292,183,187,148,56,110
2019-10-03,215,320,145,211,154,48,147
2019-10-04,239,375,180,172,181,56,140
2019-10-05,227,361,185,213,158,53,160
2019-10-06,235,338,206,209,158,55,161
2019-10-07,246,357,177,188,157,63,157
2019-10-08,239,332,165,199,149,49,178
2019-10-09,220,319,154,171,143,63,150
2019-10-10,245,318,189,197,155,59,153
2019-10-11,243,317,178,195,160,47,117
2019-10-12,234,357,169,183,161,58,173
2019-10-13,261,328,194,209,181,58,191
2019-10-14,257,352,169,177,189,66,165
2019-10-15,240,329,176,192,145,47,147
2019-10-16,252,368,176,187,162,47,148
2019-10-17,236,309,177,178,154,61,171
2019-10-18,220,339,161,200,153,52,149
2019-10-19,250,340,155,219,145,62,175
2019-10-20,256,344,173,224,165,54,151
2019-10-21,224,334,165,163,170,58,168
2019-10-22,231,330,170,188,152,68,146
2019-10-23,224,366,171,205,155,53,191
2019-10-24,209,344,143,210,173,52,164
2019-10-25,219,336,169,182,155,47,128
2019-10-26,220,381,187,196,164,54,168
2019-10-27,260,316,213,219,188,77,180
2019-10-28,243,279,194,177,169,60,161
2019-10-29,261,298,178,160,158,50,145
2019-10-30,189,305,183,184,137,55,129
2019-10-31,213,353,167,199,166,54,164
2019-11-01,241,423,198,227,200,54,185
2019-11-02,265,411,155,191,188,53,159
2019-11-03,254,378,186,178,179,61,174
2019-11-04,252,362,213,182,166,79,141
2019-11-05,225,321,153,191,174,57,146
2019-11-06,231,347,160,166,174,37,164
2019-11-07,255,339,207,158,157,60,162
2019-11-08,273,307,196,225,162,43,152
2019-11-09,253,330,152,175,165,43,176
2019-11-10,239,371,177,170,138,58,169
2019-11-11,259,338,179,210,141,58,154
2019-11-12,253,287,165,167,143,56,170
2019-11-13,249,324,161,182,155,68,187
2019-11-14,209,345,175,172,145,46,138
2019-11-15,244,351,177,192,172,53,162
2019-11-16,263,342,179,213,185,54,170
2019-11-17,241,340,183,199,176,48,144
2019-11-18,229,322,179,216,171,45,142
2019-11-19,209,333,170,175,168,39,140
2019-11-20,217,362,181,185,159,60,132
2019-11-21,232,319,174,193,163,50,171
2019-11-22,260,383,177,166,185,47,182
2019-11-23,222,347,215,180,190,67,170
2019-11-24,253,338,210,195,200,63,179
2019-11-25,261,434,201,183,170,71,181
2019-11-26,257,373,179,192,167,73,161
2019-11-27,223,296,191,191,205,58,170
2019-11-28,240,297,167,184,140,61,149
2019-11-29,255,347,144,190,166,79,143
2019-11-30,273,300,171,202,171,66,130
2019-12-01,277,336,189,204,140,61,138
2019-12-02,260,368,190,149,142,62,127
2019-12-03,235,371,154,184,163,72,135
2019-12-04,247,349,154,174,175,57,154
2019-12-05,241,365,194,169,152,59,144
2019-12-06,266,369,202,220,171,63,178
2019-12-07,290,332,180,226,144,74,192
2019-12-08,241,440,223,212,182,75,177
2019-12-09,279,410,227,205,161,54,159
2019-12-10,255,353,183,174,156,44,182
2019-12-11,258,386,177,145,169,63,151
2019-12-12,265,420,184,190,165,69,141
2019-12-13,245,386,193,213,208,63,155
2019-12-14,265,416,188,217,186,57,192
2019-12-15,254,375,202,196,150,68,173
2019-12-16,263,405,198,193,172,55,176
2019-12-17,259,367,203,188,164,52,150
2019-12-18,280,399,173,209,196,67,150
2019-12-19,223,387,184,186,187,69,188
2019-12-20,265,398,227,209,215,54,169
2019-12-21,308,424,191,229,216,65,196
2019-12-22,288,367,219,174,196,60,173
2019-12-23,264,370,190,213,169,74,158
2019-12-24,226,305,182,172,189,52,151
2019-12-25,257,314,170,192,173,50,159
2019-12-26,316,414,208,214,184,66,185
2019-12-27,304,424,206,245,207,61,158
2019-12-28,276,450,199,237,186,73,146
2019-12-29,273,397,202,179,198,64,175
2019-12-30,300,438,209,202,186,73,167
2019-12-31,251,370,171,179,166,69,126
2020-01-01,299,407,200,207,205,67,202
2020-01-02,252,373,213,178,198,62,170
2020-01-03,247,374,176,180,175,54,145
2020-01-04,232,336,166,191,194,55,148
2020-01-05,242,342,184,148,164,53,154
2020-01-06,266,350,165,168,199,68,161
2020-01-07,233,346,179,150,167,48,148
2020-01-08,224,370,163,154,152,48,162
2020-01-09,252,333,183,210,139,50,109
2020-01-10,233,282,184,182,160,55,125
2020-01-11,190,326,168,183,130,48,127
2020-01-12,216,326,166,160,170,56,127
2020-01-13,232,292,168,168,151,65,137
2020-01-14,233,289,189,172,129,59,121
2020-01-15,230,344,163,161,154,53,170
2020-01-16,219,260,177,166,138,57,168
2020-01-17,220,323,184,169,159,48,155
2020-01-18,220,303,163,180,160,44,121
2020-01-19,229,312,152,188,158,41,125
2020-01-20,215,323,170,156,158,43,141
2020-01-21,224,323,194,176,156,50,168
2020-01-22,184,319,134,176,138,55,133
2020-01-23,219,309,186,152,155,53,162
2020-01-24,189,343,185,148,157,68,127
2020-01-25,217,332,146,169,158,45,140
2020-01-26,268,357,171,160,156,55,123
2020-01-27,226,389,170,193,176,57,127
2020-01-28,235,327,157,162,145,61,154
2020-01-29,248,297,137,174,158,43,166
2020-01-30,242,359,184,186,185,61,150
2020-01-31,232,353,188,192,158,58,151
2020-02-01,239,374,179,220,178,49,177
2020-02-02,231,319,153,146,137,48,174
2020-02-03,225,350,184,160,167,47,169
2020-02-04,239,277,139,146,164,58,167
2020-02-05,202,318,137,166,124,48,145
2020-02-06,208,301,159,193,131,37,119
2020-02-07,200,336,136,173,122,67,135
2020-02-08,242,309,171,156,177,60,127
2020-02-09,208,318,161,166,162,48,150
2020-02-10,237,323,144,192,154,56,147
2020-02-11,242,274,149,149,151,55,144
2020-02-12,228,286,185,160,144,58,164
2020-02-13,219,316,163,195,158,45,102
2020-02-14,275,311,167,163,156,67,130
2020-02-15,221,335,187,195,157,56,141
2020-02-16,231,335,161,169,178,61,140
2020-02-17,233,349,179,151,167,66,159
2020-02-18,217,334,160,162,141,56,134
2020-02-19,236,320,159,148,163,48,138
2020-02-20,219,332,153,187,146,48,161
2020-02-21,242,345,128,175,167,58,128
2020-02-22,270,326,176,194,163,43,140
2020-02-23,258,302,204,190,176,52,142
2020-02-24,211,303,167,189,148,49,131
2020-02-25,225,309,167,161,154,48,123
2020-02-26,246,300,155,167,150,48,147
2020-02-27,242,333,173,185,169,48,130
2020-02-28,211,372,151,187,169,54,136
2020-02-29,212,337,166,186,145,54,180
2020-03-01,214,329,198,179,175,50,150
2020-03-02,220,321,183,167,137,57,168
2020-03-03,222,270,139,167,153,58,143
2020-03-04,180,270,171,180,146,44,130
2020-03-05,253,315,172,184,125,66,132
2020-03-06,203,307,172,166,147,50,144
2020-03-07,258,356,169,183,168,60,139
2020-03-08,225,380,150,190,159,37,143
2020-03-09,239,319,166,186,157,56,141
2020-03-10,216,324,153,170,143,50,140
2020-03-11,210,297,136,191,176,52,140
2020-03-12,235,318,179,186,130,50,152
2020-03-13,243,322,167,173,183,47,149
2020-03-14,240,309,147,187,144,59,163
2020-03-15,239,335,169,170,149,46,145
2020-03-16,242,323,158,166,158,50,147
2020-03-17,228,293,163,173,145,58,124
2020-03-18,206,289,183,171,156,42,151
2020-03-19,219,299,155,162,157,46,158
2020-03-20,242,300,160,144,165,51,144
2020-03-21,272,319,161,195,180,54,167
2020-03-22,223,292,177,170,110,59,144
2020-03-23,241,292,157,172,141,45,154
2020-03-24,221,291,134,177,121,29,149
2020-03-25,219,291,143,186,133,37,149
2020-03-26,216,303,172,194,125,44,143
2020-03-27,231,320,170,187,137,35,134
2020-03-28,246,277,155,197,126,40,146
2020-03-29,208,266,152,162,104,40,121
2020-03-30,234,261,148,174,116,47,133
2020-03-31,250,289,160,175,139,49,137
2020-04-01,222,271,160,183,129,44,131
2020-04-02,219,274,142,154,106,41,127
2020-04-03,218,273,170,186,114,51,141
2020-04-04,241,274,154,142,137,55,151
2020-04-05,199,260,165,155,123,46,123
2020-04-06,228,306,169,159,129,42,133
2020-04-07,230,261,171,178,113,53,134
2020-04-08,185,274,192,204,139,48,170
2020-04-09,205,273,157,159,121,45,143
2020-04-10,203,286,155,161,137,64,150
2020-04-11,201,307,168,173,134,42,163
2020-04-12,202,255,162,187,124,36,112
2020-04-13,209,228,154,149,134,33,134
2020-04-14,205,262,148,135,96,53,120
2020-04-15,187,271,151,154,127,46,113
2020-04-16,198,285,151,172,123,51,136
2020-04-17,188,261,154,148,110,36,114
2020-04-18,192,231,146,150,106,49,126
2020-04-19,197,245,148,140,115,35,150
2020-04-20,199,274,135,128,152,40,139
2020-04-21,178,260,124,133,105,34,113
2020-04-22,185,283,154,145,112,41,125
2020-04-23,175,268,158,140,109,40,104
2020-04-24,199,312,161,151,127,42,121
2020-04-25,214,294,137,174,115,39,134
2020-04-26,167,260,137,181,143,48,113
2020-04-27,223,290,144,186,140,49,125
2020-04-28,197,278,129,158,128,45,115
2020-04-29,191,275,141,150,138,34,130
2020-04-30,222,285,139,127,107,59,133
2020-05-01,200,289,154,137,161,41,129
2020-05-02,227,254,126,142,132,42,130
2020-05-03,196,265,135,151,133,36,126
2020-05-04,209,251,182,191,163,49,120
2020-05-05,213,244,139,132,101,57,135
2020-05-06,203,275,141,136,140,50,147
2020-05-07,251,301,167,156,138,45,150
2020-05-08,240,303,160,173,141,48,172
2020-05-09,216,278,172,160,134,41,163
2020-05-10,187,251,117,136,123,42,111
2020-05-11,187,221,161,165,156,47,149
2020-05-12,184,251,135,131,135,34,120
2020-05-13,190,286,141,159,119,46,123
2020-05-14,206,290,141,156,116,38,125
2020-05-15,239,299,149,154,126,47,113
2020-05-16,230,272,146,134,119,48,132
2020-05-17,215,239,140,149,127,50,118
2020-05-18,201,286,162,161,136,43,134
2020-05-19,227,327,152,134,118,47,136
2020-05-20,206,288,165,146,123,57,174
2020-05-21,207,276,130,130,140,46,129
2020-05-22,173,363,154,165,140,29,130
2020-05-23,197,278,138,117,108,41,145
2020-05-24,210,296,143,145,143,54,148
2020-05-25,199,320,136,176,135,47,124
2020-05-26,221,300,136,179,132,51,115
2020-05-27,203,312,171,170,133,58,137
2020-05-28,208,341,158,155,123,51,134
2020-05-29,218,319,157,148,113,50,138
2020-05-30,232,307,155,155,134,54,151
2020-05-31,195,304,160,133,154,53,128
2020-06-01,261,321,142,148,141,47,162
2020-06-02,236,277,141,163,159,61,156
2020-06-03,201,274,146,153,121,46,152
2020-06-04,199,268,146,137,141,51,122
2020-06-05,205,270,149,137,136,32,133
2020-06-06,203,256,130,143,124,41,102
2020-06-07,200,274,115,160,114,48,138
2020-06-08,225,304,149,158,128,47,141
2020-06-09,212,295,140,127,134,37,141
2020-06-10,192,270,138,142,133,40,148
2020-06-11,236,228,134,149,131,40,161
2020-06-12,222,299,162,150,133,50,164
2020-06-13,222,324,149,189,132,40,124
2020-06-14,241,287,168,159,130,44,125
2020-06-15,229,330,153,181,145,64,118
2020-06-16,231,314,159,184,143,48,130
2020-06-17,208,335,150,139,134,53,142
2020-06-18,232,266,142,149,139,54,156
2020-06-19,196,299,160,130,134,49,129
2020-06-20,218,313,146,162,128,60,150
2020-06-21,212,295,144,146,127,63,130
2020-06-22,237,308,184,165,150,66,119
2020-06-23,270,279,173,195,131,45,124
2020-06-24,251,313,181,143,169,58,161
2020-06-25,251,335,163,180,168,53,145
2020-06-26,247,337,175,176,122,60,149
2020-06-27,215,270,155,156,141,50,120
2020-06-28,209,240,170,165,106,50,122
2020-06-29,208,322,180,173,108,42,109
2020-06-30,226,245,143,169,103,46,113
2020-07-01,200,254,138,168,135,45,138
2020-07-02,182,258,156,166,114,54,128
2020-07-03,225,307,158,158,124,43,132
2020-07-04,223,267,147,166,119,53,133
2020-07-05,237,258,146,155,146,56,159
2020-07-06,201,275,161,157,136,54,110
2020-07-07,196,324,154,155,129,49,151
2020-07-08,208,264,145,171,141,51,118
2020-07-09,225,318,179,184,155,42,139
2020-07-10,214,290,180,170,146,42,150
2020-07-11,255,295,202,145,126,57,152
2020-07-12,234,310,151,170,153,39,179
2020-07-13,224,293,187,177,126,62,153
2020-07-14,179,290,198,168,115,53,128
2020-07-15,230,287,175,168,148,49,155
2020-07-16,240,325,195,181,157,62,149
2020-07-17,247,357,171,160,164,69,149
2020-07-18,255,325,172,167,133,53,165
2020-07-19,223,300,163,172,172,42,157
2020-07-20,208,319,182,154,175,48,175
2020-07-21,199,334,164,175,191,55,154
2020-07-22,214,299,165,179,146,51,146
2020-07-23,181,298,156,154,159,55,147
2020-07-24,253,355,171,165,145,43,152
2020-07-25,251,345,145,195,164,51,183
2020-07-26,243,320,130,156,153,53,146
2020-07-27,214,342,193,167,160,52,145
2020-07-28,240,307,158,147,133,52,132
2020-07-29,214,291,169,168,145,58,141
2020-07-30,233,324,167,159,164,52,139
2020-07-31,238,398,162,175,180,51,165
2020-08-01,228,330,182,184,188,74,165
2020-08-02,217,322,160,154,141,54,132
2020-08-03,242,347,177,175,145,50,156
2020-08-04,234,292,169,164,141,52,126
2020-08-05,228,346,148,159,158,46,142
2020-08-06,232,331,175,184,154,52,151
2020-08-07,240,352,218,206,141,37,177
2020-08-08,259,365,171,212,179,56,176
2020-08-09,264,334,213,181,191,52,163
2020-08-10,253,333,192,181,159,68,184
2020-08-11,275,344,213,191,169,56,177
2020-08-12,293,324,174,225,166,59,246
2020-08-13,234,377,178,207,154,42,144
2020-08-14,283,368,180,163,176,64,149
2020-08-15,225,415,169,182,163,66,169
2020-08-16,254,329,193,209,165,60,176
2020-08-17,239,306,173,168,173,52,151
2020-08-18,231,339,169,227,147,53,156
2020-08-19,227,326,167,170,140,68,140
2020-08-20,233,309,155,177,170,55,138
2020-08-21,242,327,162,166,153,55,153
2020-08-22,223,317,159,176,159,49,131
2020-08-23,223,318,174,165,169,49,127
2020-08-24,247,327,182,182,188,54,140
2020-08-25,239,316,125,162,149,41,131
2020-08-26,188,296,156,175,147,47,144
2020-08-27,238,306,136,158,138,51,116
2020-08-28,279,341,183,177,155,51,149
2020-08-29,255,331,166,169,174,62,148
2020-08-30,268,358,172,211,191,77,170
2020-08-31,257,327,183,202,166,65,152
2020-09-01,240,307,183,163,156,56,163
2020-09-02,214,278,165,164,149,48,149
2020-09-03,218,307,167,202,135,62,149
2020-09-04,233,322,144,173,171,40,163
2020-09-05,234,369,186,175,173,61,168
2020-09-06,240,334,159,163,146,50,136
2020-09-07,236,359,151,195,150,58,147
2020-09-08,240,322,147,126,154,61,146
2020-09-09,219,333,161,171,150,48,167
2020-09-10,217,308,180,174,189,47,146
2020-09-11,273,304,158,156,162,54,166
2020-09-12,260,332,179,168,150,54,149
2020-09-13,259,333,182,188,162,70,162
2020-09-14,248,308,211,214,148,72,176
2020-09-15,281,326,180,194,158,50,157
2020-09-16,233,340,175,219,181,51,160
2020-09-17,207,300,171,192,161,53,167
2020-09-18,266,338,208,208,141,65,154
2020-09-19,248,351,183,204,161,58,128
2020-09-20,219,337,181,182,150,53,134
2020-09-21,214,312,202,171,176,68,155
2020-09-22,212,298,158,185,146,44,145
2020-09-23,261,292,154,160,134,50,134
2020-09-24,229,326,170,165,155,48,143
2020-09-25,208,334,186,212,129,64,158
2020-09-26,218,288,174,166,133,47,176
2020-09-27,202,311,164,171,134,46,159
2020-09-28,268,293,174,179,148,53,148
2020-09-29,220,296,157,156,129,56,150
2020-09-30,209,295,145,183,133,51,163
2020-10-01,202,323,120,179,168,48,134
2020-10-02,228,323,149,137,142,46,156
2020-10-03,238,289,160,172,155,51,129
2020-10-04,199,313,174,163,115,47,158
2020-10-05,243,301,147,181,154,67,142
2020-10-06,198,290,156,196,151,50,160
2020-10-07,228,305,181,192,135,65,151
2020-10-08,257,308,135,181,156,43,123
2020-10-09,238,312,174,190,131,60,142
2020-10-10,240,316,187,198,117,56,141
2020-10-11,239,318,175,157,145,71,152
2020-10-12,238,288,174,169,123,60,159
2020-10-13,221,295,176,179,153,41,137
2020-10-14,207,281,156,194,120,42,142
2020-10-15,232,288,167,194,141,61,135
2020-10-16,230,311,181,152,147,54,146
2020-10-17,224,275,151,203,145,49,151
2020-10-18,195,301,150,192,123,49,125
2020-10-19,247,280,138,184,147,64,146
2020-10-20,245,325,157,205,157,52,168
2020-10-21,228,306,189,169,157,48,141
2020-10-22,277,297,156,194,154,58,155
2020-10-23,263,321,144,179,163,40,168
2020-10-24,212,260,153,170,123,40,129
2020-10-25,243,294,155,178,131,55,173
2020-10-26,247,352,204,170,125,57,166
2020-10-27,208,287,153,171,137,55,115
2020-10-28,240,276,175,182,152,44,134
2020-10-29,229,320,154,167,139,40,128
2020-10-30,209,304,138,181,149,56,163
2020-10-31,262,289,145,150,142,55,149
2020-11-01,197,253,145,168,161,56,138
2020-11-02,232,260,165,149,158,57,159
2020-11-03,231,269,143,141,151,41,133
2020-11-04,210,246,162,204,159,46,125
2020-11-05,217,263,151,188,129,49,128
2020-11-06,213,283,154,169,159,43,121
2020-11-07,232,281,199,161,154,57,142
2020-11-08,208,276,160,159,154,45,145
2020-11-09,245,330,147,187,161,46,137
2020-11-10,269,272,165,198,125,75,137
2020-11-11,195,265,170,167,148,45,162
2020-11-12,226,288,140,179,122,59,132
2020-11-13,232,304,165,198,137,45,137
2020-11-14,243,342,173,162,163,54,160
2020-11-15,223,306,168,185,154,64,134
2020-11-16,232,302,164,196,140,60,145
2020-11-17,264,313,152,196,116,44,149
2020-11-18,238,271,180,161,144,45,158
2020-11-19,243,298,146,162,144,59,171
2020-11-20,245,313,138,189,158,61,144
2020-11-21,234,337,188,238,164,53,166
2020-11-22,257,317,176,174,140,48,148
2020-11-23,240,323,165,192,149,46,157
2020-11-24,259,312,153,192,158,52,150
2020-11-25,219,333,142,201,143,51,149
2020-11-26,223,294,175,199,166,67,150
2020-11-27,228,313,185,184,155,71,167
2020-11-28,244,275,172,205,142,50,175
2020-11-29,218,284,186,183,143,40,163
2020-11-30,231,332,191,191,172,43,146
2020-12-01,240,275,163,158,161,35,144
2020-12-02,234,342,163,203,134,50,141
2020-12-03,254,375,183,186,166,53,152
2020-12-04,251,311,167,204,148,52,179
2020-12-05,212,298,171,170,153,57,144
2020-12-06,231,284,174,206,141,57,141
2020-12-07,239,307,201,194,143,54,155
2020-12-08,293,339,149,160,132,32,143
2020-12-09,252,353,159,186,180,66,184
2020-12-10,254,314,193,199,167,52,150
2020-12-11,279,305,175,221,163,61,169
2020-12-12,273,330,171,193,141,66,150
2020-12-13,257,309,162,155,152,41,180
2020-12-14,271,321,179,181,192,67,157
2020-12-15,255,295,167,201,140,45,162
2020-12-16,186,294,165,186,132,37,149
2020-12-17,221,290,180,145,124,41,152
2020-12-18,228,307,154,189,142,49,176
2020-12-19,234,305,162,175,146,52,162
2020-12-20,235,322,173,184,148,45,134
2020-12-21,235,325,175,187,149,35,146
2020-12-22,219,275,196,185,140,39,135
2020-12-23,229,261,178,159,135,43,147
2020-12-24,199,264,155,149,127,36,148
2020-12-25,210,320,167,189,147,38,136
2020-12-26,244,332,150,180,161,60,178
2020-12-27,238,344,218,179,148,44,151
2020-12-28,245,331,209,184,149,53,157
2020-12-29,234,336,176,184,135,46,140
2020-12-30,210,271,174,147,125,49,137
2020-12-31,212,322,187,150,162,50,127
2021-01-01,223,373,195,192,178,38,147
2021-01-02,236,350,166,178,166,49,132
2021-01-03,210,316,170,182,139,45,125
2021-01-04,211,348,158,146,125,48,134
2021-01-05,207,310,177,165,151,63,152
2021-01-06,195,302,161,165,153,39,137
2021-01-07,189,336,170,162,157,43,128
2021-01-08,200,337,177,155,142,55,128
2021-01-09,208,324,138,138,125,51,144
2021-01-10,207,318,134,156,138,51,114
2021-01-11,204,363,160,159,164,51,132
2021-01-12,191,288,131,142,133,39,127
2021-01-13,192,320,147,141,124,41,121
2021-01-14,194,329,122,179,134,60,118
2021-01-15,197,324,128,171,139,45,121
2021-01-16,208,331,130,148,131,48,129
2021-01-17,212,309,142,152,129,44,120
2021-01-18,198,302,152,172,137,32,131
2021-01-19,158,303,133,140,138,46,128
2021-01-20,191,347,142,185,151,52,127
2021-01-21,200,310,155,176,146,51,169
2021-01-22,206,298,147,180,139,57,133
2021-01-23,195,327,148,135,135,44,134
2021-01-24,222,304,153,154,142,62,136
2021-01-25,212,342,151,152,146,47,135
2021-01-26,215,293,121,135,123,43,148
2021-01-27,172,280,152,149,133,47,151
2021-01-28,171,321,124,168,133,40,144
2021-01-29,239,343,139,146,165,48,135
2021-01-30,214,290,170,174,138,51,130
2021-01-31,179,286,131,130,130,41,121
2021-02-01,199,297,156,142,153,42,133
2021-02-02,197,291,136,164,125,54,158
2021-02-03,209,319,136,162,145,53,153
2021-02-04,218,285,142,150,147,58,130
2021-02-05,192,306,143,161,136,47,143
2021-02-06,194,271,148,143,121,48,116
2021-02-07,191,305,127,131,137,52,155
2021-02-08,192,335,123,144,155,43,151
2021-02-09,207,275,131,153,110,46,143
2021-02-10,222,278,135,190,131,46,124
2021-02-11,195,283,116,152,137,50,114
2021-02-12,188,282,148,153,121,35,140
2021-02-13,189,288,147,149,136,55,132
2021-02-14,179,284,160,128,142,40,122
2021-02-15,224,345,174,173,155,52,141
2021-02-16,212,299,158,171,134,41,165
2021-02-17,218,331,149,145,115,68,135
2021-02-18,229,320,151,156,123,44,166
2021-02-19,234,299,141,196,117,54,129
2021-02-20,221,324,147,185,138,44,131
2021-02-21,215,293,148,153,141,54,136
2021-02-22,236,315,168,159,147,76,164
2021-02-23,192,279,142,158,130,50,129
2021-02-24,209,272,160,136,132,63,134
2021-02-25,190,277,121,150,169,53,139
2021-02-26,225,297,156,165,132,40,150
2021-02-27,222,330,147,139,121,47,149
2021-02-28,187,278,146,137,119,48,136
2021-03-01,209,307,148,166,128,54,141
2021-03-02,206,287,125,168,132,45,127
2021-03-03,177,251,154,154,124,56,127
2021-03-04,209,310,153,171,137,52,138
2021-03-05,203,301,127,155,144,53,118
2021-03-06,177,291,144,153,162,45,122
2021-03-07,236,302,157,138,132,55,141
2021-03-08,209,281,141,160,127,58,151
2021-03-09,211,285,142,180,161,45,133
2021-03-10,240,304,162,137,142,61,129
2021-03-11,219,305,170,147,168,60,134
2021-03-12,210,299,138,169,138,55,147
2021-03-13,250,321,165,152,163,56,165
2021-03-14,230,306,148,171,128,59,121
2021-03-15,211,356,169,189,185,70,136
2021-03-16,252,295,154,182,139,56,161
2021-03-17,205,319,143,156,147,92,128
2021-03-18,247,300,162,172,150,47,132
2021-03-19,219,297,152,151,137,63,146
2021-03-20,245,289,152,186,134,36,187
2021-03-21,241,292,152,139,137,55,145
2021-03-22,232,328,171,187,133,58,158
2021-03-23,255,322,152,159,129,52,144
2021-03-24,219,327,146,193,173,66,152
2021-03-25,212,326,156,153,151,63,152
2021-03-26,250,319,162,161,142,56,159
2021-03-27,191,307,118,171,134,69,158
2021-03-28,178,271,156,150,150,57,133
2021-03-29,220,358,176,186,141,48,130
2021-03-30,257,311,169,164,153,48,134
2021-03-31,235,322,164,202,167,51,163
2021-04-01,235,309,163,169,151,62,145
2021-04-02,208,333,158,167,156,53,131
2021-04-03,230,335,147,200,160,56,172
2021-04-04,214,330,147,177,169,57,170
2021-04-05,239,284,170,221,162,52,159
2021-04-06,241,287,145,183,165,52,156
2021-04-07,221,267,158,158,146,63,137
2021-04-08,226,343,162,190,140,46,137
2021-04-09,248,315,167,177,143,61,134
2021-04-10,243,308,178,178,166,54,147
