date,AB,BC,CTM,CV,HD,POW,SB
2017-08-20,230,310,192,174,164,54,162
2017-08-21,262,339,163,178,185,53,162
2017-08-22,264,300,161,178,196,65,151
2017-08-23,229,348,178,187,171,51,148
2017-08-24,226,288,158,169,152,49,188
2017-08-25,206,339,185,195,165,55,163
2017-08-26,218,328,183,214,171,49,205
2017-08-27,206,328,194,193,160,61,175
2017-08-28,234,377,176,185,147,54,165
2017-08-29,241,368,188,161,169,63,176
2017-08-30,224,292,177,144,137,48,174
2017-08-31,177,299,169,186,144,34,171
2017-09-01,227,347,175,168,136,59,125
2017-09-02,209,348,182,198,175,39,152
2017-09-03,173,294,168,186,119,50,150
2017-09-04,192,304,164,183,151,54,153
2017-09-05,223,298,142,182,128,50,157
2017-09-06,220,344,163,168,138,35,183
2017-09-07,227,316,169,195,138,50,138
2017-09-08,206,310,158,204,180,49,154
2017-09-09,245,336,157,185,163,47,170
2017-09-10,207,357,182,184,160,50,148
2017-09-11,241,336,166,154,178,52,148
2017-09-12,235,269,152,194,159,62,145
2017-09-13,202,301,176,179,154,55,143
2017-09-14,212,324,145,167,176,68,146
2017-09-15,240,372,161,184,177,55,137
2017-09-16,210,326,193,179,141,47,175
2017-09-17,236,337,196,206,155,46,167
2017-09-18,250,353,187,181,132,67,165
2017-09-19,232,332,179,207,164,51,176
2017-09-20,224,333,172,185,164,65,129
2017-09-21,209,305,198,179,154,56,166
2017-09-22,261,303,200,194,165,82,173
2017-09-23,266,318,188,203,163,51,207
2017-09-24,230,380,190,200,155,72,200
2017-09-25,253,320,211,197,167,55,163
2017-09-26,232,406,203,199,156,53,197
2017-09-27,244,315,177,180,174,51,171
2017-09-28,258,313,180,181,144,63,204
2017-09-29,224,380,164,191,146,69,166
2017-09-30,220,330,168,239,162,55,200
2017-10-01,249,373,165,207,158,38,171
2017-10-02,243,339,241,179,150,57,168
2017-10-03,223,297,174,194,155,36,181
2017-10-04,205,310,161,177,149,48,158
2017-10-05,231,338,153,181,117,50,174
2017-10-06,230,313,177,180,165,41,190
2017-10-07,213,298,241,215,168,51,199
2017-10-08,273,362,170,211,169,42,191
2017-10-09,223,416,186,199,187,47,160
2017-10-10,215,346,173,194,165,51,170
2017-10-11,234,337,134,168,156,46,146
2017-10-12,222,329,163,157,162,78,160
2017-10-13,218,320,179,205,175,47,158
2017-10-14,239,355,171,241,154,48,164
2017-10-15,244,366,213,186,145,57,157
2017-10-16,250,361,182,203,173,64,166
2017-10-17,245,329,177,173,166,57,173
2017-10-18,215,351,181,179,145,47,180
2017-10-19,215,352,191,209,160,52,187
2017-10-20,231,326,178,171,137,42,163
2017-10-21,224,347,155,180,157,44,174
2017-10-22,221,319,143,188,139,59,144
2017-10-23,254,341,198,175,176,68,161
2017-10-24,233,336,187,189,147,56,162
2017-10-25,215,332,184,221,157,67,153
2017-10-26,214,352,188,188,164,57,175
2017-10-27,202,338,157,161,166,48,170
2017-10-28,233,334,174,207,183,49,179
2017-10-29,240,346,179,221,179,55,198
2017-10-30,239,291,149,208,153,48,161
2017-10-31,228,315,127,182,148,54,149
2017-11-01,190,349,162,181,145,50,134
2017-11-02,197,291,167,201,135,36,160
2017-11-03,263,322,190,193,152,63,152
2017-11-04,222,340,207,150,156,55,172
2017-11-05,229,363,184,169,148,52,141
2017-11-06,236,347,170,174,179,54,136
2017-11-07,229,307,159,187,138,41,162
2017-11-08,209,291,156,178,137,52,167
2017-11-09,241,316,184,154,127,51,193
2017-11-10,259,322,169,192,162,60,173
2017-11-11,280,313,226,216,143,46,168
2017-11-12,283,302,185,185,160,42,157
2017-11-13,240,367,175,184,151,62,149
2017-11-14,201,279,175,186,176,54,168
2017-11-15,216,337,187,203,156,55,189
2017-11-16,235,317,201,197,171,55,182
2017-11-17,216,297,172,167,175,50,157
2017-11-18,205,281,194,201,144,49,159
2017-11-19,234,329,175,209,183,76,153
2017-11-20,259,356,221,218,152,54,167
2017-11-21,241,318,217,233,159,51,163
2017-11-22,233,375,188,222,152,57,157
2017-11-23,226,333,183,207,147,57,166
2017-11-24,242,336,192,158,180,45,157
2017-11-25,226,306,206,225,176,53,148
2017-11-26,218,351,181,191,190,46,157
2017-11-27,233,324,209,228,155,68,181
2017-11-28,235,354,172,199,158,78,171
2017-11-29,228,345,174,188,194,48,166
2017-11-30,195,302,166,193,157,72,165
2017-12-01,279,358,165,238,154,57,212
2017-12-02,247,362,180,245,189,55,165
2017-12-03,279,315,196,229,175,49,153
2017-12-04,259,308,201,223,177,61,170
2017-12-05,247,329,184,220,177,71,152
2017-12-06,219,362,168,201,153,63,194
2017-12-07,214,339,170,203,190,48,172
2017-12-08,230,330,218,196,145,62,177
2017-12-09,270,322,187,219,149,49,178
2017-12-10,238,336,213,229,176,87,183
2017-12-11,289,388,221,242,178,56,200
2017-12-12,298,367,204,165,179,66,176
2017-12-13,249,387,176,214,157,67,170
2017-12-14,251,418,209,182,180,66,175
2017-12-15,250,371,202,223,169,76,180
2017-12-16,262,393,193,214,155,62,174
2017-12-17,257,370,207,221,187,63,185
2017-12-18,263,378,216,228,165,65,195
2017-12-19,262,335,161,148,161,61,163
2017-12-20,270,317,207,183,159,63,174
2017-12-21,230,352,186,213,157,52,170
2017-12-22,271,315,203,244,197,70,188
2017-12-23,295,378,173,197,177,63,159
2017-12-24,229,338,174,214,163,68,173
2017-12-25,263,366,192,189,190,56,176
2017-12-26,281,400,213,218,197,67,189
2017-12-27,326,418,217,251,208,58,181
2017-12-28,269,329,206,196,151,74,158
2017-12-29,279,425,203,212,183,48,157
2017-12-30,265,409,208,235,194,58,211
2017-12-31,303,417,266,237,176,61,222
2018-01-01,352,445,283,254,228,71,208
2018-01-02,335,420,206,235,201,57,176
2018-01-03,291,343,184,194,177,68,170
2018-01-04,255,327,205,201,170,45,149
2018-01-05,229,372,173,191,186,63,148
2018-01-06,274,340,185,183,141,53,138
2018-01-07,230,325,162,197,145,47,134
2018-01-08,273,336,191,173,175,54,138
2018-01-09,225,325,181,153,148,62,162
2018-01-10,272,347,177,215,170,55,186
2018-01-11,290,352,179,172,167,67,150
2018-01-12,270,352,185,202,162,48,151
2018-01-13,210,311,174,157,125,53,155
2018-01-14,239,339,191,199,149,62,169
2018-01-15,282,317,205,220,179,69,184
2018-01-16,225,304,218,177,158,71,152
2018-01-17,244,333,202,196,159,59,163
2018-01-18,227,349,181,162,157,65,164
2018-01-19,260,360,203,198,144,54,145
2018-01-20,241,310,180,192,151,65,145
2018-01-21,233,309,212,186,165,43,176
2018-01-22,276,358,204,194,192,69,187
2018-01-23,261,392,186,192,138,55,148
2018-01-24,231,344,179,211,140,59,181
2018-01-25,246,335,193,187,169,49,176
2018-01-26,250,355,168,182,155,52,187
2018-01-27,240,327,195,173,165,55,172
2018-01-28,209,345,165,188,140,56,184
2018-01-29,229,321,195,177,158,64,160
2018-01-30,239,300,167,205,156,54,196
2018-01-31,241,308,165,181,160,52,150
2018-02-01,246,294,171,201,140,48,185
2018-02-02,266,281,187,215,174,44,158
2018-02-03,278,313,192,235,150,63,154
2018-02-04,260,312,188,188,161,49,175
2018-02-05,259,405,174,240,176,63,183
2018-02-06,241,370,164,189,123,42,186
2018-02-07,223,358,176,234,193,42,157
2018-02-08,246,369,158,181,159,64,177
2018-02-09,227,418,173,188,150,55,173
2018-02-10,208,388,185,212,162,54,177
2018-02-11,265,405,213,189,154,47,205
2018-02-12,265,396,204,236,199,50,201
2018-02-13,242,302,196,195,162,65,201
2018-02-14,252,330,182,199,133,54,192
2018-02-15,239,342,194,174,163,64,180
2018-02-16,290,350,185,221,168,58,211
2018-02-17,242,359,165,224,179,54,143
2018-02-18,238,337,178,197,167,62,160
2018-02-19,257,345,188,212,178,71,178
2018-02-20,289,352,193,208,158,59,182
2018-02-21,249,330,178,209,143,47,157
2018-02-22,215,329,168,189,145,50,154
2018-02-23,244,347,158,210,145,54,127
2018-02-24,245,315,195,195,164,49,191
2018-02-25,256,351,212,237,148,53,155
2018-02-26,264,326,193,204,156,56,146
2018-02-27,250,317,173,196,147,43,169
2018-02-28,250,321,179,167,133,58,163
2018-03-01,235,339,191,169,144,66,149
2018-03-02,239,363,198,228,179,69,142
2018-03-03,256,371,205,203,191,56,161
2018-03-04,275,396,242,186,212,51,212
2018-03-05,265,379,237,227,192,72,235
2018-03-06,320,398,196,174,184,51,205
2018-03-07,260,343,175,181,181,59,204
2018-03-08,224,294,202,178,171,50,167
2018-03-09,228,314,187,173,186,57,164
2018-03-10,259,406,189,205,182,57,175
2018-03-11,240,383,224,205,163,46,188
2018-03-12,215,364,212,216,149,50,186
2018-03-13,207,303,155,176,171,47,185
2018-03-14,210,345,147,168,158,47,139
2018-03-15,200,310,145,165,172,49,147
2018-03-16,238,293,161,176,148,67,150
2018-03-17,249,315,183,200,149,50,149
2018-03-18,232,403,162,175,169,37,141
2018-03-19,234,330,178,165,160,50,148
2018-03-20,235,305,169,164,148,52,175
2018-03-21,208,326,171,201,158,48,135
2018-03-22,223,313,142,176,147,46,151
2018-03-23,201,317,181,152,147,51,171
2018-03-24,225,322,162,181,150,55,146
2018-03-25,213,280,174,198,149,51,132
2018-03-26,193,338,185,195,149,59,136
2018-03-27,206,340,170,165,146,54,156
2018-03-28,224,269,155,182,165,38,139
2018-03-29,200,301,175,202,137,42,166
2018-03-30,189,327,130,158,138,37,164
2018-03-31,229,313,194,185,130,47,167
2018-04-01,240,346,183,163,134,54,143
2018-04-02,254,379,201,183,154,65,129
2018-04-03,239,341,176,195,165,61,185
2018-04-04,231,322,167,164,154,44,149
2018-04-05,213,342,150,160,145,61,168
2018-04-06,210,288,172,187,161,66,129
2018-04-07,215,295,201,177,143,45,157
2018-04-08,224,321,193,173,149,70,148
2018-04-09,193,373,157,165,142,72,137
2018-04-10,204,305,134,160,139,38,118
2018-04-11,171,323,161,168,159,54,153
2018-04-12,221,316,165,171,147,45,142
2018-04-13,227,310,138,148,153,52,159
2018-04-14,198,334,147,160,139,47,153
2018-04-15,217,324,166,171,154,63,128
2018-04-16,194,332,139,170,136,62,120
2018-04-17,186,293,150,165,126,44,130
2018-04-18,219,322,148,191,125,46,136
2018-04-19,228,304,163,188,139,69,130
2018-04-20,225,303,181,170,147,47,150
2018-04-21,211,311,128,176,165,60,154
2018-04-22,227,277,156,164,127,56,151
2018-04-23,207,259,140,167,133,50,144
2018-04-24,199,279,151,157,150,53,134
2018-04-25,178,306,137,148,112,40,155
2018-04-26,202,321,163,178,141,52,123
2018-04-27,231,261,167,158,156,50,148
2018-04-28,235,303,170,192,145,50,142
2018-04-29,207,289,160,157,143,62,106
2018-04-30,234,275,164,165,162,71,171
2018-05-01,207,255,138,170,140,55,117
2018-05-02,218,311,149,176,148,63,132
2018-05-03,212,282,171,174,143,46,129
2018-05-04,229,302,142,182,133,46,155
2018-05-05,250,327,197,177,184,53,179
2018-05-06,274,340,189,192,182,69,198
2018-05-07,239,362,182,192,185,46,161
2018-05-08,237,301,156,199,140,56,157
2018-05-09,220,279,144,191,126,54,163
2018-05-10,249,293,185,176,147,53,180
2018-05-11,226,347,169,162,149,53,131
2018-05-12,223,363,171,201,145,60,155
2018-05-13,230,324,140,198,150,62,150
2018-05-14,248,372,163,168,137,55,124
2018-05-15,215,298,147,155,135,49,133
2018-05-16,199,285,181,149,163,61,155
2018-05-17,237,280,156,151,160,59,160
2018-05-18,227,302,156,178,149,54,129
2018-05-19,194,377,194,213,142,55,165
2018-05-20,201,325,186,201,154,47,142
2018-05-21,228,339,171,247,139,44,167
2018-05-22,230,334,184,199,157,44,134
2018-05-23,184,326,177,197,159,54,160
2018-05-24,194,324,157,188,148,53,141
2018-05-25,234,334,151,183,138,53,138
2018-05-26,242,356,198,211,147,56,158
2018-05-27,213,359,167,163,165,67,208
2018-05-28,235,362,187,223,196,56,187
2018-05-29,216,387,160,207,190,46,134
2018-05-30,214,361,159,172,129,50,147
2018-05-31,226,335,148,212,189,47,159
2018-06-01,216,383,148,213,169,50,158
2018-06-02,238,343,176,189,171,53,171
2018-06-03,255,392,185,177,175,48,160
2018-06-04,224,357,161,187,152,61,144
2018-06-05,239,329,169,185,184,65,154
2018-06-06,252,317,176,190,135,62,148
2018-06-07,237,298,192,201,132,60,159
2018-06-08,216,348,153,178,158,47,150
2018-06-09,239,332,170,217,165,61,160
2018-06-10,219,317,169,171,147,47,175
2018-06-11,202,316,208,197,172,62,157
2018-06-12,204,293,153,210,132,56,148
2018-06-13,219,320,171,200,139,65,145
2018-06-14,188,332,156,152,138,44,147
2018-06-15,189,319,151,177,152,54,142
2018-06-16,216,306,153,189,133,62,127
2018-06-17,184,332,169,152,155,48,151
2018-06-18,207,371,125,200,144,44,134
2018-06-19,194,307,147,169,138,51,121
2018-06-20,198,330,161,173,158,51,150
2018-06-21,205,317,167,165,130,53,128
2018-06-22,224,332,203,191,159,39,148
2018-06-23,229,341,202,185,175,57,180
2018-06-24,219,334,184,202,167,59,163
2018-06-25,260,364,209,200,194,34,185
2018-06-26,245,400,178,187,153,75,154
2018-06-27,221,408,171,189,169,43,179
2018-06-28,228,382,186,192,151,54,167
2018-06-29,250,352,205,210,200,67,201
2018-06-30,261,396,212,212,166,72,185
2018-07-01,245,392,189,224,193,43,192
2018-07-02,262,354,174,185,174,49,192
2018-07-03,218,360,159,175,148,57,182
2018-07-04,220,357,186,181,162,45,164
2018-07-05,252,363,180,162,172,52,142
2018-07-06,238,324,173,193,204,66,183
2018-07-07,272,364,186,212,183,68,146
2018-07-08,273,366,215,200,188,58,155
2018-07-09,229,361,187,205,196,69,157
2018-07-10,236,313,177,179,168,61,170
2018-07-11,214,336,190,185,169,50,140
2018-07-12,207,328,170,165,153,52,154
2018-07-13,226,341,151,157,142,42,166
2018-07-14,233,363,161,182,156,58,143
2018-07-15,255,373,188,169,159,69,159
2018-07-16,211,302,150,201,130,48,155
2018-07-17,212,310,163,134,133,53,121
2018-07-18,187,325,151,172,151,63,174
2018-07-19,224,345,163,189,146,40,194
2018-07-20,246,326,138,179,173,43,136
2018-07-21,273,371,170,204,161,59,147
2018-07-22,234,339,185,187,152,46,162
2018-07-23,232,351,162,177,153,68,153
2018-07-24,195,307,162,157,136,46,121
2018-07-25,208,318,183,180,142,48,146
2018-07-26,215,372,171,150,168,78,142
2018-07-27,208,379,170,163,162,58,149
2018-07-28,214,307,145,168,139,62,158
2018-07-29,197,343,145,158,150,59,152
2018-07-30,263,310,155,170,173,55,136
2018-07-31,200,314,169,182,146,51,135
2018-08-01,241,329,143,198,155,55,163
2018-08-02,211,335,186,173,146,52,134
2018-08-03,239,366,178,188,174,47,142
2018-08-04,254,373,190,199,155,55,158
2018-08-05,270,382,173,199,125,66,175
2018-08-06,215,331,171,168,140,47,157
2018-08-07,227,326,157,155,145,55,143
2018-08-08,209,311,188,168,155,69,122
2018-08-09,182,305,182,153,133,58,154
2018-08-10,197,288,171,162,159,50,151
2018-08-11,201,316,183,163,165,67,176
2018-08-12,204,350,164,151,155,54,172
2018-08-13,245,300,178,171,175,51,164
2018-08-14,240,329,169,195,165,54,142
2018-08-15,222,331,150,171,136,59,123
2018-08-16,217,295,175,165,141,57,165
2018-08-17,181,300,133,181,176,53,160
2018-08-18,199,379,153,172,177,49,151
2018-08-19,206,380,166,163,141,45,161
2018-08-20,220,351,162,173,158,59,170
2018-08-21,200,335,156,165,166,57,127
2018-08-22,224,313,149,172,148,64,160
2018-08-23,233,308,161,155,168,41,141
2018-08-24,228,328,145,175,158,49,149
2018-08-25,189,372,167,204,174,51,162
2018-08-26,210,363,217,214,161,51,175
2018-08-27,226,278,148,155,164,52,154
2018-08-28,200,342,153,164,154,63,123
2018-08-29,226,330,155,175,132,47,136
2018-08-30,230,313,154,153,137,48,172
2018-08-31,215,309,157,162,166,46,148
2018-09-01,243,326,179,163,166,62,189
2018-09-02,243,307,219,204,151,59,164
2018-09-03,222,311,204,168,155,42,121
2018-09-04,226,307,142,133,172,57,115
2018-09-05,209,320,170,152,143,47,149
2018-09-06,189,300,154,166,139,50,136
2018-09-07,210,283,174,171,144,42,158
2018-09-08,204,291,187,208,138,40,165
2018-09-09,189,362,191,199,171,45,172
2018-09-10,196,337,164,148,158,56,134
2018-09-11,230,318,158,149,153,60,151
2018-09-12,191,326,178,150,157,59,121
2018-09-13,225,338,162,185,121,57,190
2018-09-14,213,337,174,172,135,48,136
2018-09-15,226,362,167,194,160,46,130
2018-09-16,224,377,180,150,170,53,143
2018-09-17,238,354,214,181,159,67,141
2018-09-18,204,331,180,166,156,44,159
2018-09-19,228,283,173,185,131,49,138
2018-09-20,207,277,152,174,130,50,152
2018-09-21,221,324,152,173,142,46,134
2018-09-22,233,338,172,177,152,59,145
2018-09-23,184,344,166,172,150,46,171
2018-09-24,215,345,146,162,154,57,144
2018-09-25,216,341,160,189,151,48,132
2018-09-26,218,303,156,168,175,58,169
2018-09-27,227,323,166,210,132,61,149
2018-09-28,229,372,178,169,153,52,150
2018-09-29,244,355,170,190,157,51,178
2018-09-30,210,336,151,191,147,45,159
2018-10-01,225,313,171,160,158,66,121
2018-10-02,233,302,159,212,172,59,145
2018-10-03,219,314,192,187,147,64,131
2018-10-04,226,327,151,175,168,52,149
2018-10-05,220,306,172,209,149,54,148
2018-10-06,201,360,157,171,162,44,152
2018-10-07,208,365,148,189,135,46,182
2018-10-08,237,328,172,167,161,64,165
2018-10-09,246,344,177,188,152,55,126
2018-10-10,224,355,184,171,155,47,158
2018-10-11,180,336,160,179,150,63,131
2018-10-12,207,336,160,168,158,48,151
2018-10-13,237,340,170,202,155,65,146
2018-10-14,208,356,160,151,172,54,132
2018-10-15,249,334,182,189,122,61,155
2018-10-16,216,303,158,170,159,44,162
2018-10-17,253,310,166,184,161,52,146
2018-10-18,192,340,180,162,127,52,148
2018-10-19,220,287,148,182,173,54,155
2018-10-20,251,354,152,188,147,63,162
2018-10-21,196,293,162,153,142,65,155
2018-10-22,203,297,172,188,140,51,130
2018-10-23,197,328,161,162,132,43,145
2018-10-24,226,316,155,193,112,43,133
2018-10-25,218,272,180,158,161,47,146
2018-10-26,183,314,170,164,146,74,126
2018-10-27,210,295,175,181,172,40,140
2018-10-28,225,395,188,184,152,61,119
2018-10-29,197,328,163,161,150,58,162
2018-10-30,202,350,169,161,171,53,144
2018-10-31,257,323,183,166,155,51,155
2018-11-01,241,297,153,161,148,66,184
2018-11-02,220,326,181,166,142,58,143
2018-11-03,229,315,204,223,127,50,150
2018-11-04,233,361,178,209,180,46,147
2018-11-05,257,357,191,176,147,52,159
2018-11-06,216,289,178,175,163,57,145
2018-11-07,235,324,190,198,139,41,155
2018-11-08,219,289,167,191,142,53,163
2018-11-09,247,327,171,209,138,44,149
2018-11-10,252,300,145,224,171,50,177
2018-11-11,235,340,194,205,168,69,189
2018-11-12,244,362,180,190,174,54,169
2018-11-13,213,324,147,145,147,58,139
2018-11-14,199,290,165,169,157,52,168
2018-11-15,225,293,178,195,130,51,168
2018-11-16,230,316,200,206,166,67,170
2018-11-17,234,334,181,223,141,46,162
2018-11-18,194,314,160,168,162,62,142
2018-11-19,187,266,167,171,137,48,122
2018-11-20,200,303,163,162,133,50,160
2018-11-21,232,304,177,156,149,57,155
2018-11-22,217,266,172,184,152,56,179
2018-11-23,239,312,186,195,152,44,138
2018-11-24,246,322,192,218,134,58,164
2018-11-25,256,351,166,192,179,62,122
2018-11-26,244,306,186,185,155,55,169
2018-11-27,252,307,185,203,159,63,128
2018-11-28,205,312,176,218,156,49,175
2018-11-29,239,315,153,186,183,53,169
2018-11-30,211,354,190,165,146,65,196
2018-12-01,248,341,195,225,182,57,199
2018-12-02,233,340,180,207,150,54,177
2018-12-03,274,349,176,189,163,47,189
2018-12-04,222,301,153,170,156,58,167
2018-12-05,231,303,178,148,177,58,163
2018-12-06,250,292,195,193,164,45,169
2018-12-07,261,311,138,210,158,57,166
2018-12-08,208,346,165,205,157,55,137
2018-12-09,212,388,175,153,157,59,161
2018-12-10,230,317,184,188,166,35,154
2018-12-11,205,330,161,205,157,54,153
2018-12-12,222,286,174,183,145,58,130
2018-12-13,222,286,184,152,142,46,160
2018-12-14,232,315,163,179,155,61,167
2018-12-15,225,316,179,213,148,72,166
2018-12-16,243,391,178,182,163,51,178
2018-12-17,241,327,209,218,195,58,148
2018-12-18,222,354,162,175,137,64,174
2018-12-19,245,331,171,176,156,65,161
2018-12-20,222,356,162,176,155,59,153
2018-12-21,257,372,193,198,140,69,158
2018-12-22,256,329,207,212,187,79,163
2018-12-23,231,351,201,196,162,74,192
2018-12-24,202,299,196,154,125,60,149
2018-12-25,213,287,168,159,144,55,162
2018-12-26,250,360,205,177,209,72,187
2018-12-27,270,360,196,219,182,54,165
2018-12-28,260,327,164,184,208,49,202
2018-12-29,263,344,219,184,204,66,181
2018-12-30,213,319,168,172,148,56,180
2018-12-31,251,378,189,207,167,50,165
2019-01-01,273,456,236,254,203,85,190
2019-01-02,260,334,200,178,204,54,151
2019-01-03,250,313,174,145,193,41,149
2019-01-04,256,329,185,165,158,67,168
2019-01-05,220,316,186,204,153,54,165
2019-01-06,271,361,179,196,180,54,165
2019-01-07,289,345,193,221,173,65,153
2019-01-08,234,326,199,183,149,76,179
2019-01-09,224,316,165,147,158,52,155
2019-01-10,229,288,165,203,183,65,130
2019-01-11,222,349,191,169,177,43,153
2019-01-12,219,350,180,175,176,57,146
2019-01-13,238,341,193,168,152,74,177
2019-01-14,263,363,181,198,162,66,150
2019-01-15,219,328,158,179,146,47,146
2019-01-16,197,299,158,160,150,52,138
2019-01-17,221,331,156,164,158,58,151
2019-01-18,239,293,139,194,153,58,146
2019-01-19,244,340,187,152,168,60,145
2019-01-20,237,326,169,160,154,54,150
2019-01-21,272,309,154,156,144,58,163
2019-01-22,235,317,148,183,146,53,145
2019-01-23,250,316,176,152,165,51,193
2019-01-24,221,315,183,191,133,55,154
2019-01-25,258,345,141,171,141,58,149
2019-01-26,279,370,173,173,139,55,134
2019-01-27,237,319,184,157,137,51,143
2019-01-28,236,362,191,146,157,65,171
2019-01-29,236,328,155,194,125,55,179
2019-01-30,221,331,177,159,180,60,138
2019-01-31,244,305,116,177,157,40,131
2019-02-01,222,271,173,164,136,53,145
2019-02-02,209,311,209,194,198,67,179
2019-02-03,228,330,190,195,144,53,156
2019-02-04,252,351,187,187,145,52,169
2019-02-05,246,326,194,181,158,60,182
2019-02-06,211,335,178,159,180,63,162
2019-02-07,245,280,187,156,150,56,148
2019-02-08,250,372,140,206,162,52,173
2019-02-09,246,326,178,164,175,64,133
2019-02-10,254,357,212,172,174,67,156
2019-02-11,213,330,170,187,205,48,152
2019-02-12,218,353,148,163,159,67,131
2019-02-13,212,325,171,156,146,60,161
2019-02-14,239,341,167,159,142,50,160
2019-02-15,252,365,177,180,174,47,160
2019-02-16,243,338,177,197,147,64,179
2019-02-17,230,345,173,181,166,63,174
2019-02-18,210,328,190,200,161,47,139
2019-02-19,207,325,166,176,134,64,153
2019-02-20,245,335,175,202,167,44,170
2019-02-21,221,344,167,208,159,47,201
2019-02-22,201,282,172,170,141,46,177
2019-02-23,232,283,191,211,167,53,154
2019-02-24,263,337,192,179,183,54,166
2019-02-25,210,346,174,159,163,65,151
2019-02-26,195,277,155,175,154,58,140
2019-02-27,206,291,153,177,145,53,128
2019-02-28,235,317,167,139,148,49,152
2019-03-01,217,321,166,146,161,58,143
2019-03-02,247,316,162,185,172,57,154
2019-03-03,208,317,165,192,166,56,159
2019-03-04,217,361,160,144,172,66,170
2019-03-05,234,322,165,187,163,56,136
2019-03-06,219,338,178,207,180,59,146
2019-03-07,240,358,137,199,157,44,160
2019-03-08,219,331,170,167,146,51,152
2019-03-09,227,330,150,161,170,43,178
2019-03-10,233,328,231,200,138,45,149
2019-03-11,240,338,183,172,152,45,157
2019-03-12,227,346,155,173,169,58,131
2019-03-13,193,270,158,139,145,46,183
2019-03-14,185,301,159,158,155,59,141
2019-03-15,221,325,180,180,188,59,143
2019-03-16,238,334,173,201,167,41,177
2019-03-17,214,321,192,201,165,54,144
2019-03-18,243,298,181,179,153,45,162
2019-03-19,208,282,166,197,144,66,132
2019-03-20,260,329,151,156,186,50,149
2019-03-21,235,323,168,193,151,44,167
2019-03-22,186,325,189,180,168,54,153
2019-03-23,223,296,209,214,158,54,150
2019-03-24,212,318,205,211,158,62,179
2019-03-25,236,339,187,171,200,55,171
2019-03-26,248,308,152,165,167,67,155
2019-03-27,205,288,158,171,146,44,134
2019-03-28,216,284,165,173,145,49,133
2019-03-29,241,341,180,170,153,64,155
2019-03-30,234,299,162,176,168,58,146
2019-03-31,200,285,177,188,150,51,138
2019-04-01,264,335,200,209,182,71,167
2019-04-02,224,308,192,158,175,44,152
2019-04-03,212,325,187,160,193,61,160
2019-04-04,246,283,197,169,176,49,160
2019-04-05,248,350,162,166,170,62,166
2019-04-06,252,356,203,213,165,64,180
2019-04-07,247,343,197,178,218,51,174
2019-04-08,265,367,183,185,194,75,151
2019-04-09,250,342,201,195,169,45,159
2019-04-10,199,332,164,189,151,50,171
2019-04-11,215,333,209,216,152,70,138
2019-04-12,209,312,178,161,160,60,169
2019-04-13,202,322,189,183,148,49,161
2019-04-14,218,343,151,170,176,51,176
2019-04-15,227,351,183,183,162,65,184
2019-04-16,218,338,208,194,155,51,172
2019-04-17,228,349,184,152,176,55,172
2019-04-18,187,385,187,176,175,57,183
2019-04-19,285,385,198,181,178,67,162
2019-04-20,267,388,203,178,170,68,173
2019-04-21,257,390,236,206,184,66,153
2019-04-22,221,376,233,145,186,78,178
2019-04-23,232,397,164,187,151,64,146
2019-04-24,255,334,188,146,139,58,154
2019-04-25,218,301,184,154,145,59,145
2019-04-26,210,321,178,172,143,56,126
2019-04-27,216,336,159,166,177,46,151
2019-04-28,221,311,189,131,139,56,159
2019-04-29,259,341,195,189,181,56,163
2019-04-30,217,343,174,162,151,57,153
2019-05-01,210,346,161,177,132,59,162
2019-05-02,201,323,203,174,156,62,141
2019-05-03,231,338,201,138,139,68,139
2019-05-04,200,326,169,189,136,67,131
2019-05-05,266,316,178,204,167,64,143
2019-05-06,198,334,171,163,151,65,133
2019-05-07,230,336,172,161,149,58,163
2019-05-08,227,319,122,165,168,40,157
2019-05-09,220,368,168,172,130,60,168
2019-05-10,229,365,177,164,166,70,174
2019-05-11,246,372,162,179,186,65,182
2019-05-12,239,365,161,191,166,58,157
2019-05-13,261,318,179,175,168,55,157
2019-05-14,235,385,141,201,144,38,144
2019-05-15,250,312,184,178,167,59,171
2019-05-16,218,363,179,192,149,46,147
2019-05-17,222,359,165,150,163,44,132
2019-05-18,266,363,195,164,192,51,160
2019-05-19,223,383,181,210,165,52,147
2019-05-20,247,359,201,183,160,47,142
2019-05-21,200,316,173,186,150,68,127
2019-05-22,229,333,178,165,151,49,151
2019-05-23,207,352,171,181,186,54,166
2019-05-24,236,333,155,171,145,60,163
2019-05-25,219,348,181,187,141,58,162
2019-05-26,265,349,181,161,141,67,160
2019-05-27,206,307,168,167,170,53,161
2019-05-28,229,329,158,178,169,45,134
2019-05-29,211,317,155,149,160,48,121
2019-05-30,248,313,151,182,167,52,134
2019-05-31,216,346,173,223,152,65,151
2019-06-01,249,401,187,199,194,65,181
2019-06-02,220,352,175,199,168,56,155
2019-06-03,242,350,195,161,143,62,164
2019-06-04,209,341,162,173,141,60,159
2019-06-05,247,286,172,182,157,43,144
2019-06-06,209,356,134,133,132,69,151
2019-06-07,202,314,179,143,159,66,147
2019-06-08,216,314,172,204,145,52,144
2019-06-09,208,294,178,157,162,55,144
2019-06-10,236,296,194,176,146,46,100
2019-06-11,202,275,136,155,159,46,120
2019-06-12,204,302,160,150,146,48,145
2019-06-13,193,331,148,197,128,58,157
2019-06-14,226,330,157,193,135,60,159
2019-06-15,221,394,176,159,171,65,171
